Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,17,Sun,2019-10-27,,Atlé Venezuela,,Dep Anzoátegui,,Estadio Olímpico General José Antonio An...,,,
Regular Season,17,Sun,2019-10-27,,Zamora,,Aragua,,Estadio Rafael Agustín Tovar,,,
Regular Season,17,Sun,2019-10-27,,Dep La Guaira,,Zulia,,Estadio Olímpico,,,
Regular Season,17,Sun,2019-10-27,,Llaneros,,Trujillanos,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,17,Sun,2019-10-27,,Estud Caracas,,Mineros,,Estadio Giuseppe Antonelli,,,
,,,,,,,,,,,,
Regular Season,18,Sun,2019-11-03,,Estud Mérida,,LALA,,Estadio Olímpico Metropolitano de Mérida,,,
Regular Season,18,Sun,2019-11-03,,Dep Anzoátegui,,Estud Caracas,,Estadio Olímpico General José Antonio An...,,,
Regular Season,18,Sun,2019-11-03,,Trujillanos,,Deportivo Lara,,Estadio José Alberto Pérez,,,
Regular Season,18,Sun,2019-11-03,,Caracas,,Dep La Guaira,,Estadio Olímpico,,,
Regular Season,18,Sun,2019-11-03,,Acad Pr Cabello,,Zamora,,Complejo Deportivo Socialista,,,
Regular Season,18,Sun,2019-11-03,,Atlé Venezuela,,Metropolitanos,,Estadio Olímpico General José Antonio An...,,,
Regular Season,18,Sun,2019-11-03,,Aragua,,Dep Táchira,,Estadio Olímpico Hermanos Ghersi Páez,,,
Regular Season,18,Sun,2019-11-03,,Monagas,,Portuguesa,,Estadio Monumental de Maturín,,,
Regular Season,18,Sun,2019-11-03,,Mineros,,Carabobo,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,18,Sun,2019-11-03,,Zulia,,Llaneros,,Estadio José Encarnación Pachencho Romer...,,,
,,,,,,,,,,,,
Regular Season,19,Sun,2019-11-10,,LALA,,Monagas,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,19,Sun,2019-11-10,,Llaneros,,Caracas,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,19,Sun,2019-11-10,,Zamora,,Trujillanos,,Estadio Rafael Agustín Tovar,,,
Regular Season,19,Sun,2019-11-10,,Dep La Guaira,,Estud Mérida,,Estadio Olímpico,,,
Regular Season,19,Sun,2019-11-10,,Metropolitanos,,Aragua,,Estadio Olímpico,,,
Regular Season,19,Sun,2019-11-10,,Estud Caracas,,Atlé Venezuela,,Estadio Giuseppe Antonelli,,,
Regular Season,19,Sun,2019-11-10,,Dep Táchira,,Acad Pr Cabello,,Estadio Polideportivo de Pueblo Nuevo,,,
Regular Season,19,Sun,2019-11-10,,Deportivo Lara,,Zulia,,Estadio Metropolitano de Fútbol de Lara,,,
Regular Season,19,Sun,2019-11-10,,Carabobo,,Dep Anzoátegui,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,19,Sun,2019-11-10,,Portuguesa,,Mineros,,Estadio General José Antonio Páez,,,
